Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Marci","Moon",24.47,22.23,-167.57,"Planetographic  +East  -180 - 180","Approved","1970","Jan Marek Marci von Kronland; Czechoslovakian physicist (1595-1667).",
"Marconi","Moon",72.88,-9.48,145.2,"Planetographic  +East  -180 - 180","Approved","1970","Guglielmo; Italian physicist, inventor; Nobel laureate (1874-1937).",
"Marco Polo","Moon",28.25,15.52,-2.05,"Planetographic  +East  -180 - 180","Approved","1961","Italian explorer (1254-1324).",
"Marinus","Moon",56.55,-39.38,76.57,"Planetographic  +East  -180 - 180","Approved","1935","Of Tyre; Greek geographer (unkn-c. 100). ",
"Mariotte","Moon",70.27,-28.46,-139.06,"Planetographic  +East  -180 - 180","Approved","1970","Edme; French physicist (1620-1684). ",
"Marius","Moon",40.09,11.9,-50.84,"Planetographic  +East  -180 - 180","Approved","1935","Mayer, Simon; German astronomer (1573-1624).",
"Markov","Moon",39.92,53.43,-62.84,"Planetographic  +East  -180 - 180","Approved","1964","Aleksandr Vladimirovich; Soviet astrophysicist (1897-1968); Andrei Andreevich; Russian mathematician (1856-1922).",
"Marth","Moon",6.54,-31.16,-29.35,"Planetographic  +East  -180 - 180","Approved","1935","Albert; German astronomer (1828-1897).",
"Mary","Moon",0.53,18.93,27.39,"Planetographic  +East  -180 - 180","Approved","1976","English form of Hebrew female name.",
"Maskelyne","Moon",22.42,2.16,30.04,"Planetographic  +East  -180 - 180","Approved","1935","Nevil; British astronomer (1732-1811).",
"Mason","Moon",33.33,42.7,30.51,"Planetographic  +East  -180 - 180","Approved","1935","Charles; British astronomer (1730-1787).",
"Maunder","Moon",53.8,-14.52,-93.88,"Planetographic  +East  -180 - 180","Approved","1970","Annie Scott Dill Russell; British astronomer (1868-1947); Edward Walter; British astronomer (1851-1928).",
"Maupertuis","Moon",45.49,49.7,-27.28,"Planetographic  +East  -180 - 180","Approved","1935","Pierre Louis Moreau de; French mathematician (1698-1759).",
"Maurolycus","Moon",115.35,-41.77,13.92,"Planetographic  +East  -180 - 180","Approved","1935","Maurolico, Francesco; Italian mathematician (1494-1575).",
"Maury","Moon",16.58,37.11,39.69,"Planetographic  +East  -180 - 180","Approved","1935","Matthew Fontaine; American oceanographer (1806-1873); Antonia Caetana de Paiva Pereira; American astronomer (1866-1952).",
"Mavis","Moon",1.09,29.76,-26.36,"Planetographic  +East  -180 - 180","Approved","1976","Scottish female name.",
"Maxwell","Moon",109.24,29.9,98.53,"Planetographic  +East  -180 - 180","Approved","1961","James Clerk; British physicist (1831-1879).",
"McAdie","Moon",41,2.11,92.22,"Planetographic  +East  -180 - 180","Approved","1973","Alexander George; American meteorologist (1863-1943).",
"McAuliffe","Moon",19.11,-33.24,-149.77,"Planetographic  +East  -180 - 180","Approved","1988","Sharon Christa Corrigan; civilian school teacher member of the Challenger crew (1948-1986). ",
"McClure","Moon",23.96,-15.32,50.24,"Planetographic  +East  -180 - 180","Approved","1935","Robert Le Mesurier; British explorer (1807-1873).",
"McCool","Moon",20.47,-41.28,-146.26,"Planetographic  +East  -180 - 180","Approved","2006","William Cameron; American astronaut, Space Shuttle Columbia Pilot (1961-2003).",
"McDonald","Moon",6.97,30.39,-20.88,"Planetographic  +East  -180 - 180","Approved","1973","William Johnson; American benefactor (1844-1926); Thomas Logie; Scottish selenographer (1901-1973).",
"McKellar","Moon",50.16,-15.72,-170.86,"Planetographic  +East  -180 - 180","Approved","1970","Andrew; Canadian astronomer (1910-1960).",
"McLaughlin","Moon",75.29,47.01,-92.83,"Planetographic  +East  -180 - 180","Approved","1970","Dean Benjamin; American astronomer (1901-1965).",
"McMath","Moon",88.58,16.63,-166.09,"Planetographic  +East  -180 - 180","Approved","1970","Francis Charles; American engineer, astronomer (1867-1938); Robert Raynolds; American astronomer (1891-1962).",
"McNair","Moon",32.02,-35.93,-147.95,"Planetographic  +East  -180 - 180","Approved","1988","Ronald Ewald; member of the Challenger crew (1950-1986). ",
"McNally","Moon",47.03,22.5,-127.65,"Planetographic  +East  -180 - 180","Approved","1970","Paul Aloysius; American astronomer (1890-1955).",
"Mechnikov","Moon",58.83,-10.47,-148.99,"Planetographic  +East  -180 - 180","Approved","1970","Ilya Ilich; Russian-French bacteriologist; Nobel laureate (1845-1916).",
"Mee","Moon",134.11,-43.63,-35.19,"Planetographic  +East  -180 - 180","Approved","1935","Arthur Butler Phillips; Scottish astronomer (1860-1926).",
"Mees","Moon",51.55,13.57,-96.18,"Planetographic  +East  -180 - 180","Approved","1970","Charles Edward Kenneth; British-born American photographer (1882-1960).",
"Meggers","Moon",51.16,24.3,122.94,"Planetographic  +East  -180 - 180","Approved","1970","William Frederick; American physicist (1888-1966).",
"Meitner","Moon",87.27,-10.87,113.1,"Planetographic  +East  -180 - 180","Approved","1970","Lise; Austrian physicist (1878-1968).",
"Melissa","Moon",17.21,8.12,121.78,"Planetographic  +East  -180 - 180","Approved","1979","Greek female name. ",
"Mendel","Moon",139.65,-48.83,-109.86,"Planetographic  +East  -180 - 180","Approved","1970","Gregor Johann; Austrian biologist (1822-1884).",
"Mendeleev","Moon",325.13,5.38,141.17,"Planetographic  +East  -180 - 180","Approved","1961","Dmitri Ivanovich; Russian chemist (1834-1907).",
"Menelaus","Moon",27.13,16.26,15.93,"Planetographic  +East  -180 - 180","Approved","1935","Of Alexandria; Greek geometer, astronomer (c. A.D. 98).",
"Menzel","Moon",3.44,3.41,36.94,"Planetographic  +East  -180 - 180","Approved","1979","Donald Howard; American astrophysicist, Smithsonian researcher (1901-1976).",
"Mercator","Moon",46.32,-29.25,-26.11,"Planetographic  +East  -180 - 180","Approved","1935","Gerard De Kremer (Gerhardus Mercator); Belgian cartographer, geographer, mathematician (1512-1594).",
"Mercurius","Moon",64.3,46.66,66.07,"Planetographic  +East  -180 - 180","Approved","1935","Mercury; Roman mythical messenger.",
"Merrill","Moon",56.99,74.83,-117.45,"Planetographic  +East  -180 - 180","Approved","1970","Paul Willard; American astronomer (1887-1961).",
"Mersenius","Moon",84.46,-21.49,-49.34,"Planetographic  +East  -180 - 180","Approved","1935","Mersenne, Marin; French mathematician, physicist (1588-1648).",
"Meshcherskiy","Moon",65.94,12.11,125.53,"Planetographic  +East  -180 - 180","Approved","1970","Ivan Vsevolodovich; Russian mathematician (1859-1935).",
"Messala","Moon",122.4,39.31,60.06,"Planetographic  +East  -180 - 180","Approved","1935","(Ma-Sa-Allah); Jewish astronomer (unkn- c. 815).",
"Messier","Moon",13.8,-1.9,47.65,"Planetographic  +East  -180 - 180","Approved","1935","Charles; French astronomer (1730-1817).",
"Metius","Moon",83.81,-40.42,43.37,"Planetographic  +East  -180 - 180","Approved","1935","Adriaan Adriaanszoon; Dutch astronomer (1571-1635).",
"Meton","Moon",124.7,73.57,19.63,"Planetographic  +East  -180 - 180","Approved","1935","Greek astronomer (unkn-fl. 432 B.C.).",
"Mezentsev","Moon",84.51,71.77,-129.64,"Planetographic  +East  -180 - 180","Approved","1970","Yurij Borisovich; Soviet rocket scientist (1929-1965).",
"Michael","Moon",3.46,25.05,0.21,"Planetographic  +East  -180 - 180","Approved","1976","English male name.",
"Michelson","Moon",123.14,6.72,-121.55,"Planetographic  +East  -180 - 180","Approved","1970","Albert Abraham; German-American physicist; Nobel laureate (1852-1931).",
"Milankovič","Moon",94.21,76.53,171.35,"Planetographic  +East  -180 - 180","Approved","1970","Milutin; Yugoslavian astronomer (1879-1958).",
"Milichius","Moon",12.19,10.01,-30.23,"Planetographic  +East  -180 - 180","Approved","1935","Milich, Jacob; German doctor, mathematician, astronomer (1501-1559).",
"Miller","Moon",61.37,-39.37,0.78,"Planetographic  +East  -180 - 180","Approved","1935","William Allen; British chemist (1817-1870).",
"Millikan","Moon",93.97,46.76,121.52,"Planetographic  +East  -180 - 180","Approved","1970","Robert Andrews; American physicist; Nobel laureate (1868-1953).",
"Mills","Moon",35.65,8.54,155.74,"Planetographic  +East  -180 - 180","Approved","1970","Mark Muir; American physicist (1917-1958).",
"Milne","Moon",259.97,-31,112.78,"Planetographic  +East  -180 - 180","Approved","1970","Edward Arthur; British mathematician, astrophysicist (1896-1950).",
"[Milton]","Moon",0,-1.6,90.9,"Planetographic  +East  -180 - 180","Not Approved"," ","John; British writer (1608-1674).",
"Mineur","Moon",72.28,24.67,-161.73,"Planetographic  +East  -180 - 180","Approved","1970","Henri; French mathematician, astronomer (1899-1954).",
"Minkowski","Moon",107.51,-56.13,-145.8,"Planetographic  +East  -180 - 180","Approved","1970","Hermann; German mathematician (1864-1909); Rudolph Leo Bernhard; American astronomer (1895-1976).",
"Minnaert","Moon",137.31,-67.54,178.57,"Planetographic  +East  -180 - 180","Approved","1970","Marcel Gilles Jozef; Dutch astronomer, astrophysicist (1893-1970).",
"Mitchell","Moon",32.15,49.77,20.17,"Planetographic  +East  -180 - 180","Approved","1935","Maria; American astronomer (1818-1889).",
"Mitra","Moon",97.1,17.76,-154.65,"Planetographic  +East  -180 - 180","Approved","1970","Sisir Kumar; Indian physicist (1890-1963).",
"Möbius","Moon",48.96,15.63,101.13,"Planetographic  +East  -180 - 180","Approved","1970","August Ferdinand; German mathematician, astronomer (1790-1868).",
"Mohorovičić","Moon",49.97,-18.73,-164.83,"Planetographic  +East  -180 - 180","Approved","1970","Andrija; Croatian geophysicist (1857-1936). (Spelling changed from Mohoróvičic.)",
"Moigno","Moon",36.83,66.27,28.8,"Planetographic  +East  -180 - 180","Approved","1935","Francois Napoleon Marie; French mathematician, physicist (1804-1884).",
"Moiseev","Moon",61.56,9.44,103.26,"Planetographic  +East  -180 - 180","Approved","1970","Nikolay Dmitrievich; Soviet astronomer (1902-1955).",
"Moissan","Moon",22.45,4.77,137.45,"Planetographic  +East  -180 - 180","Approved","1976","Ferdinand Frederic Henri; French chemist; Nobel laureate (1852-1907).",
"Moltke","Moon",6.15,-0.59,24.16,"Planetographic  +East  -180 - 180","Approved","1935","Helmuth Karl, Graf von; German benefactor (1800-1891).",
"Monge","Moon",36.6,-19.24,47.54,"Planetographic  +East  -180 - 180","Approved","1935","Gaspard; French mathematician (1746-1818).",
"Monira","Moon",1.07,-12.54,-1.73,"Planetographic  +East  -180 - 180","Approved","1976","Arabic female name.",
"[Montaigne]","Moon",0,-4.4,99.5,"Planetographic  +East  -180 - 180","Not Approved"," ","Michel De; French writer (1533-1592).",
"Montanari","Moon",77.05,-45.83,-20.76,"Planetographic  +East  -180 - 180","Approved","1935","Geminiano; Italian astronomer, mathematician (1633-1687).",
"[Montesquieu]","Moon",0,-6.2,92.3,"Planetographic  +East  -180 - 180","Not Approved"," ","Charles De Secondat, Baron De; French writer (1689-1755).",
"Montgolfier","Moon",83.71,47.06,-160.08,"Planetographic  +East  -180 - 180","Approved","1970","Jacques-Étienne; French inventor (1745-1799); Joseph-Michael; French inventor (1740-1810).",
"Moore","Moon",52.66,37.25,-177.55,"Planetographic  +East  -180 - 180","Approved","1970","Joseph Haines; American astronomer (1878-1949).",
"Moretus","Moon",114.45,-70.63,-5.95,"Planetographic  +East  -180 - 180","Approved","1935","Moret, Theodore; Belgian mathematician (1602-1667).",
"Morley","Moon",13.71,-2.82,64.62,"Planetographic  +East  -180 - 180","Approved","1976","Edward Williams; American chemist (1838-1923).",
"Morozov","Moon",41.01,4.62,127.33,"Planetographic  +East  -180 - 180","Approved","1970","Nikolaj Aleksandrovich; Soviet natural scientist (1854-1945).",
"Morse","Moon",72.77,21.9,-175.29,"Planetographic  +East  -180 - 180","Approved","1970","Samuel Finley Breese; American inventor (1791-1872).",
"Moseley","Moon",88.89,20.95,-90.2,"Planetographic  +East  -180 - 180","Approved","1964","Henry Gwyn Jeffreys; British physicist (1887-1915).",
"Mösting","Moon",24.38,-0.7,-5.88,"Planetographic  +East  -180 - 180","Approved","1935","Johan Sigismund von; Danish benefactor (1759-1843).",
"Mouchez","Moon",82.78,78.38,-26.82,"Planetographic  +East  -180 - 180","Approved","1935","Ernest Amedee Barthelemy; French astronomer (1821-1892).",
"Moulton","Moon",54.7,-60.91,97.57,"Planetographic  +East  -180 - 180","Approved","1970","Forest R.; American astronomer (1872-1952).",
"Müller","Moon",23.4,-7.64,2.04,"Planetographic  +East  -180 - 180","Approved","1935","Karl; Czechoslovakian astronomer (1866-1942).",
"Murakami","Moon",44.52,-23.38,-140.97,"Planetographic  +East  -180 - 180","Approved","1991","Harutaro; Japanese physicist, astronomer (1872-1947). ",
"Murchison","Moon",57.83,5.07,-0.21,"Planetographic  +East  -180 - 180","Approved","1935","Sir Roderick Impey; Scottish geologist (1792-1871).",
"Mutus","Moon",76.33,-63.65,29.93,"Planetographic  +East  -180 - 180","Approved","1935","Vincente Mut, or Muth; Spanish astronomer (unkn-1673).",
"Nagaoka","Moon",50.54,19.51,154.05,"Planetographic  +East  -180 - 180","Approved","1970","Hantaro; Japanese physicist (1865-1940).",
"Nansen","Moon",116.9,81.17,95.38,"Planetographic  +East  -180 - 180","Approved","1964","Fridtjof; Norwegian explorer (1861-1930).",
"Naonobu","Moon",32.96,-4.7,57.93,"Planetographic  +East  -180 - 180","Approved","1976","Ajima; Japanese mathematician (c. 1732-1798).",
"Nasireddin","Moon",51.99,-41.04,0.14,"Planetographic  +East  -180 - 180","Approved","1935","Nasir-Al-Din (Mohammed Ibn Hassan); Persian astronomer (1201-1274).",
"Nasmyth","Moon",78.37,-50.49,-56.39,"Planetographic  +East  -180 - 180","Approved","1935","James; Scottish engineer, astronomer (1808-1890).",
"Nassau","Moon",75.8,-24.91,177.34,"Planetographic  +East  -180 - 180","Approved","1970","Jason John; American astronomer (1892-1965).",
"Natasha","Moon",10.98,19.98,-31.16,"Planetographic  +East  -180 - 180","Approved","1976","Russian female name. ",
"Naumann","Moon",9.93,35.38,-62.02,"Planetographic  +East  -180 - 180","Approved","1935","Karl Friedrich; German geologist (1797-1873).",
"Neander","Moon",49.22,-31.35,39.88,"Planetographic  +East  -180 - 180","Approved","1935","Neumann, Michael; German mathematician (1529-1581).",
"Nearch","Moon",72.79,-58.58,39.01,"Planetographic  +East  -180 - 180","Approved","1935","Nearchus of Crete; Greek explorer (unkn-fl. 312 B.C.).",
"Necho","Moon",36.87,-5.25,123.24,"Planetographic  +East  -180 - 180","Approved","1976","Egyptian ruler (fl. 6th-7th century B.C.).",
"Nefed'ev","Moon",52.94,-81.07,135.77,"Planetographic  +East  -180 - 180","Approved","Jan 22, 2009","Anatoly Alexeevich; Russian astronomer (1910-1976).",
"Neison","Moon",51.03,68.21,25.02,"Planetographic  +East  -180 - 180","Approved","1935","(Neville), Edmund; British astronomer, selenographer (1849-1940).",
"Neper","Moon",144.32,8.76,84.58,"Planetographic  +East  -180 - 180","Approved","1935","John; Scottish mathematician (1550-1617).",
"Nernst","Moon",121.52,35.57,-94.64,"Planetographic  +East  -180 - 180","Approved","1970","Walther Hermann; German physical chemist; Nobel laureate (1864-1941).",
"Neujmin","Moon",97.03,-26.68,125.17,"Planetographic  +East  -180 - 180","Approved","1970","Grigorij Nikolaevich; Soviet astronomer (1885-1946).",
"Neumayer","Moon",84.38,-71.16,70.92,"Planetographic  +East  -180 - 180","Approved","1935","Georg Balthasar von; German meteorologist, hydrographer (1826-1909).",
"Newcomb","Moon",39.8,29.76,43.67,"Planetographic  +East  -180 - 180","Approved","1935","Simon; Canadian-American astronomer (1835-1909).",
"Newton","Moon",83.85,-76.52,-17.44,"Planetographic  +East  -180 - 180","Approved","1935","Sir Isaac; British mathematician, physicist, astronomer (1643-1727).",
"Nicholson","Moon",38.08,-26.22,-85.21,"Planetographic  +East  -180 - 180","Approved","1970","Seth Barnes; American astronomer (1891-1963).",
"Nicolai","Moon",40.54,-42.47,25.87,"Planetographic  +East  -180 - 180","Approved","1935","Friedrich Bernhard Gottfried; German astronomer (1793-1846).",
"Nicollet","Moon",14.73,-21.95,-12.5,"Planetographic  +East  -180 - 180","Approved","1935","Joseph Nicholas; French astronomer (1786-1843).",
"Nielsen","Moon",9.64,31.8,-51.76,"Planetographic  +East  -180 - 180","Approved","1973","Axel Vilfrid; Danish astronomer (1902-1970); Harald Herborg; American physicist (1903-1973).",
"Niepce","Moon",59.69,72.2,-120.15,"Planetographic  +East  -180 - 180","Approved","1970","Joseph-Nicéphore; French physicist, photographer (1765-1833). (Spelling changed from Niépce.)",
"Nijland","Moon",35.46,33.19,134.17,"Planetographic  +East  -180 - 180","Approved","1970","Albertus Antonie; Dutch astronomer (1868-1936).",
"Nikolaev","Moon",42.67,35.08,151.28,"Planetographic  +East  -180 - 180","Approved","1970","Andriyan Grigoryevich; Soviet cosmonaut (1929-2004).",
"Nikolya","Moon",0.12,38.2,-34.98,"Planetographic  +East  -180 - 180","Approved","Jun 14, 2012","Russian diminutive form of the Greek-derived male name Nicholas (Lunokhod-1 landing site feature).",
"Nishina","Moon",62.13,-44.57,-170.8,"Planetographic  +East  -180 - 180","Approved","1970","Yoshio; Japanese physicist (1890-1951).",
"Nobel","Moon",50.87,14.73,-101.39,"Planetographic  +East  -180 - 180","Approved","1970","Alfred Bernhard; Swedish inventor (1833-1896).",
"Nobile","Moon",79.27,-85.28,53.27,"Planetographic  +East  -180 - 180","Approved","1994","Umberto; Italian artic explorer (1885-1978).",
"Nobili","Moon",41.79,0.17,75.95,"Planetographic  +East  -180 - 180","Approved","1976","Leopoldo; Italian physicist (1784-1835).",
"Nöggerath","Moon",32.12,-48.82,-45.84,"Planetographic  +East  -180 - 180","Approved","1935","Johann Jakob; German geologist, mineralogist, seismologist (1788-1877).",
